	MGI_ID	ENTREZ_ID
2856	MGI:88045	109950
2857	MGI:87882	11432
2858	MGI:87883	11433
2859	MGI:87881	11431
2860	MGI:98325	20597
2861	MGI:1194915	11419
2862	MGI:103206	16365
2863	MGI:87879	11428
2864	MGI:87880	11429
2865	MGI:2448063	237560
2866	MGI:1330828	12570
2867	MGI:1919292	72042
2868	MGI:2442543	238328
2869	MGI:2444826	226841
2870	MGI:1925213	77963
2871	MGI:2684972	229474
2872	MGI:108559	11426
2873	MGI:1321396	19200
2874	MGI:1098233	16210
2875	MGI:104684	13860
2876	MGI:1347354	26557
2877	MGI:1341092	14201
2878	MGI:1858500	54004
2879	MGI:1194500	226251
2880	MGI:1891748	59003
2881	MGI:2443626	228545
2882	MGI:1351655	27428
2883	MGI:2136772	80743
2884	MGI:1891420	80889
2885	MGI:2659021	218194
2886	MGI:2146813	213556
2887	MGI:2444891	223513
2888	MGI:2449316	319565
2889	MGI:1931144	57342
2890	MGI:1099446	104027
2891	MGI:1913063	59006
2892	MGI:1921536	74286
2893	MGI:1919546	72296
2894	MGI:1890574	80297
2895	MGI:1921138	69312
2896	MGI:1926252	67903
2897	MGI:3529431	230872
2898	MGI:1098765	18175
2899	MGI:1351642	27361
2900	MGI:1923717	76467
2901	MGI:109194	22629
2902	MGI:2140327	100169
2903	MGI:2677850	230234
2904	MGI:1343098	11629
2905	MGI:1860055	55991
2906	MGI:1352745	14086
2907	MGI:104808	18826
2908	MGI:1345961	12721
2909	MGI:2384818	211401
2910	MGI:88274	12385
2911	MGI:1196277	230917
2912	MGI:2685570	208431
2913	MGI:1919024	71774
2914	MGI:700006	13169
2915	MGI:1927152	64009
2916	MGI:101757	12631
2917	MGI:894644	12296
2918	MGI:1202388	14457
2919	MGI:1921742	74492
2920	MGI:98387	20741
2921	MGI:107732	432516
2922	MGI:1925017	77767
2923	MGI:1349410	110253
2924	MGI:101763	12632
2925	MGI:1929270	56431
2926	MGI:98809	22003
2927	MGI:98779	21924
2928	MGI:2685402	227357
2929	MGI:1890773	60595
2930	MGI:1920992	65970
2931	MGI:2385001	218952
2932	MGI:2443583	241639
2933	MGI:99678	11474
2934	MGI:1890149	59069
2935	MGI:2449202	326618
2936	MGI:109656	16796
2937	MGI:107194	110380
2938	MGI:1277961	18810
2939	MGI:2443304	270058
2940	MGI:2183924	667663
2941	MGI:1346078	23999
2942	MGI:3843061	100034363
2943	MGI:3026988	399591
2944	MGI:105056	12808
2945	MGI:1100520	19230
2946	MGI:3039591	244654
2947	MGI:1330824	13009
2948	MGI:1338944	11479
2949	MGI:1890391	83554
2950	MGI:87912	11481
2951	MGI:87911	11477
2952	MGI:109448	12627
2953	MGI:2444911	214663
2954	MGI:1923517	76267
2955	MGI:2158201	170789
2956	MGI:1349396	26897
2957	MGI:2159619	171281
2958	MGI:2384969	217698
2959	MGI:2159621	171282
2960	MGI:1928940	64833
2961	MGI:2385905	234671
2962	MGI:2178076	192654
2963	MGI:1917173	69923
2964	MGI:99476	193742
2965	MGI:1913332	66082
2966	MGI:1346042	23945
2967	MGI:109609	14073
2968	MGI:1923442	76192
2969	MGI:1350928	27052
2970	MGI:2156528	170439
2971	MGI:2684937	225010
2972	MGI:88529	12974
2973	MGI:88061	11821
2974	MGI:87930	11534
2975	MGI:102805	12495
2976	MGI:87968	269378
2977	MGI:88004	11702
2978	MGI:1333111	100041585
2979	MGI:108450	11515
2980	MGI:102891	11513
2981	MGI:99675	104111
2982	MGI:99677	432530
2983	MGI:99673	224129
2984	MGI:87938	11555
2985	MGI:3612471	546049
2986	MGI:2685104	238276
2987	MGI:99676	210044
2988	MGI:3050566	238161
2989	MGI:87977	11636
2990	MGI:87948	11566
2991	MGI:87947	11565
2992	MGI:1330587	23971
2993	MGI:1330223	23972
2994	MGI:99551	12554
2995	MGI:93830	68465
2996	MGI:1919924	72674
2997	MGI:87934	11551
2998	MGI:1329033	11611
2999	MGI:87921	11522
3000	MGI:1276518	109855
3001	MGI:98430	20859
3002	MGI:1914939	67689
3003	MGI:1920708	73458
3004	MGI:2147613	621603
3005	MGI:1353452	11671
3006	MGI:102581	17252
3007	MGI:1918974	71724
3008	MGI:88035	11761
3009	MGI:105040	104210
3010	MGI:105041	109823
3011	MGI:105042	104211
3012	MGI:1353494	11677
3013	MGI:1891725	56727
3014	MGI:108009	11650
3015	MGI:87983	11647
3016	MGI:88612	277753
3017	MGI:97073	268395
3018	MGI:1914692	67442
3019	MGI:2384748	171167
3020	MGI:1858901	53618
3021	MGI:2685279	215493
3022	MGI:1203495	232714
3023	MGI:95609	14387
3024	MGI:1923301	76051
3025	MGI:2384966	217664
3026	MGI:3606200	268510
3027	MGI:894701	107895
3028	MGI:1341826	20445
3029	MGI:1349471	26938
3030	MGI:1355316	50935
3031	MGI:106018	20452
3032	MGI:109243	225742
3033	MGI:106020	20450
3034	MGI:106019	20451
3035	MGI:2685198	241431
3036	MGI:1934606	236266
3037	MGI:96650	16480
3038	MGI:107423	18222
3039	MGI:1347344	11605
3040	MGI:107286	17159
3041	MGI:1350328	237222
3042	MGI:1349385	26903
3043	MGI:106264	28105
3044	MGI:1920971	73721
3045	MGI:105053	15505
3046	MGI:2145977	239667
3047	MGI:107570	12391
3048	MGI:106673	11550
3049	MGI:104774	11548
3050	MGI:104773	11549
3051	MGI:87935	11552
3052	MGI:2387203	231327
3053	MGI:2156159	140918
3054	MGI:3045351	328059
3055	MGI:1891430	246049
3056	MGI:2445299	215335
3057	MGI:99828	11988
3058	MGI:88271	12359
3059	MGI:1918920	71670
3060	MGI:1933403	80898
3062	MGI:2387123	240028
3063	MGI:1859665	54670
3064	MGI:1354710	50769
3065	MGI:1342283	20499
3066	MGI:1888517	56315
3067	MGI:1927379	58176
3068	MGI:88019	11722
3069	MGI:88020	109959
3070	MGI:2446216	230904
3071	MGI:96611	16414
3072	MGI:1860437	56177
3073	MGI:894311	18733
3074	MGI:2140175	100017
3075	MGI:2442071	245607
3076	MGI:2138856	241576
3077	MGI:3039563	242667
3078	MGI:96600	16398
3079	MGI:893578	20778
3080	MGI:98257	20288
3081	MGI:1924054	76804
3082	MGI:2145458	105387
3083	MGI:96918	17171
3084	MGI:87964	11607
3085	MGI:1339977	11610
3086	MGI:87966	11609
3087	MGI:1354168	50500
3088	MGI:105083	20510
3089	MGI:2385894	231583
3090	MGI:109393	20533
3091	MGI:2444594	320718
3092	MGI:2150150	94229
3093	MGI:109350	20536
3094	MGI:107181	13487
3095	MGI:1914797	67547
3096	MGI:2384851	213053
3097	MGI:88293	12289
3098	MGI:98864	22138
3099	MGI:107956	20541
3100	MGI:5439400	100505386
3101	MGI:105062	110542
3103	MGI:1923724	100689
3105	MGI:1914383	67133
3112	MGI:1930124	55938
3113	MGI:1926609	60599
3114	MGI:103555	12725
3115	MGI:1351646	27403
3116	MGI:2140260	100102
3117	MGI:87997	11687
3118	MGI:1274790	11685
3119	MGI:87998	11684
3120	MGI:1274782	11686
3121	MGI:1098228	11688
3122	MGI:87999	11689
3123	MGI:1306819	13097
3124	MGI:1306818	13098
3125	MGI:103238	13095
3126	MGI:1306815	13099
3127	MGI:1277151	20617
3128	MGI:3642960	404195
3129	MGI:2147497	107141
3130	MGI:1919332	72082
3131	MGI:1270148	13110
3132	MGI:1306806	13096
3133	MGI:3611747	13118
3134	MGI:88070	11846
3135	MGI:88117	11987
3136	MGI:1914297	104458
3137	MGI:1333870	11907
3138	MGI:94876	13195
3139	MGI:109622	11632
3140	MGI:1926341	53315
3141	MGI:2136282	56362
3142	MGI:1916333	69083
3143	MGI:102928	20888
3144	MGI:1328365	11298
3145	MGI:97279	17960
3146	MGI:109201	17961
3148	MGI:103295	18979
3150	MGI:88075	11881
3151	MGI:2447776	269642
3152	MGI:109284	19165
3153	MGI:1202717	19164
3154	MGI:109383	12369
3155	MGI:107361	13034
3156	MGI:88562	13033
3157	MGI:1346542	23821
3158	MGI:1915105	67855
3159	MGI:1915935	58803
3160	MGI:107739	12367
3161	MGI:108092	30948
3162	MGI:3046414	215095
3163	MGI:107556	20356
3164	MGI:1201403	14587
3165	MGI:104770	13845
3166	MGI:1096337	270190
3167	MGI:1338762	14200
3168	MGI:1343139	22781
3169	MGI:1913475	66225
3170	MGI:1337120	20540
3171	MGI:2152200	117147
3172	MGI:104532	17309
3173	MGI:87939	11556
3174	MGI:1096875	72145
3175	MGI:95705	14595
3176	MGI:95762	14667
3177	MGI:96074	15212
3178	MGI:96073	15211
3179	MGI:3605542	238023
3180	MGI:1330860	12655
3181	MGI:98488	21366
3182	MGI:2146052	268782
3183	MGI:1926923	63857
3184	MGI:1201679	13052
3185	MGI:1316652	15468
3186	MGI:94941	13542
3187	MGI:1321151	19273
3188	MGI:1921642	74392
3189	MGI:1933114	80288
3190	MGI:1924828	77578
3191	MGI:1345643	24069
3192	MGI:1923531	76281
3193	MGI:1915756	67087
3194	MGI:2448492	216850
3195	MGI:88543	12995
3196	MGI:1338871	12234
3197	MGI:88151	12091
3198	MGI:1316659	20441
3199	MGI:99427	20444
3200	MGI:98304	20442
3201	MGI:108470	20440
3202	MGI:95872	110006
3203	MGI:94917	13479
3204	MGI:88175	110173
3205	MGI:2444480	320662
3206	MGI:104652	12345
3207	MGI:1921584	74334
3208	MGI:1927664	64383
3210	MGI:2143535	103149
3211	MGI:1339972	12116
3212	MGI:2384791	208890
3213	MGI:88388	12638
3214	MGI:3582052	330962
3215	MGI:2146634	106407
3216	MGI:88170	109778
3217	MGI:2685222	213439
3218	MGI:2684079	233081
3219	MGI:1354372	436440
3220	MGI:1347061	26357
3221	MGI:1347001	26363
3222	MGI:893586	20826
3223	MGI:97384	18212
3224	MGI:2443199	320027
3225	MGI:2444391	229517
3226	MGI:104861	12035
3227	MGI:1276534	12036
3228	MGI:99538	20216
3229	MGI:1930150	64082
3230	MGI:1930153	78977
3231	MGI:1918123	70873
3232	MGI:1346013	23828
3233	MGI:1096392	15165
3234	MGI:1917723	56508
3235	MGI:1888594	57295
3236	MGI:104747	18767
3237	MGI:101937	18768
3238	MGI:1343086	18769
3239	MGI:104878	19084
3240	MGI:97760	19088
3241	MGI:108174	19091
3242	MGI:1341867	17391
3243	MGI:107433	12565
3244	MGI:2681862	380698
3245	MGI:1098274	13115
3246	MGI:1926944	54598
3247	MGI:1100818	12909
3248	MGI:101950	12311
3249	MGI:2151253	12310
3250	MGI:2387609	224807
3251	MGI:1861718	56843
3252	MGI:1927259	64177
3253	MGI:2181435	171382
3254	MGI:1349470	26946
3255	MGI:2429764	194352
3256	MGI:3522699	277328
3257	MGI:1923626	76376
3258	MGI:1341836	22368
3259	MGI:97603	18763
3260	MGI:1352448	329064
3261	MGI:1929996	58800
3262	MGI:1341787	193034
3263	MGI:1345281	22782
3264	MGI:1914065	66815
3265	MGI:1891410	80708
3266	MGI:1351339	108068
3267	MGI:1351340	108069
3268	MGI:97596	18751
3269	MGI:1351344	108073
3270	MGI:1925331	78081
3271	MGI:1913359	66109
3272	MGI:1932376	81905
3273	MGI:1096389	18191
3274	MGI:1352749	29866
3275	MGI:101759	20983
3276	MGI:98373	20692
3277	MGI:1929881	64074
3278	MGI:1915110	67860
3279	MGI:2136740	93877
3280	MGI:1298369	12939
3281	MGI:1298406	12936
3282	MGI:2136742	93879
3283	MGI:1330282	20198
3284	MGI:1929293	56506
3285	MGI:1933131	80334
3286	MGI:1918382	71132
3287	MGI:107472	12745
3288	MGI:1915764	68514
3289	MGI:2384909	216001
3290	MGI:2136853	80752
3291	MGI:1313269	18256
3292	MGI:1100497	13447
3293	MGI:97551	18646
3294	MGI:1353420	26549
3295	MGI:1339467	20200
3296	MGI:88248	12307
3297	MGI:101914	12308
3298	MGI:1931464	80796
3299	MGI:108079	20318
3300	MGI:97883	19674
3301	MGI:1914413	67163
3302	MGI:1889007	57776
3303	MGI:1918227	70977
3304	MGI:1921991	74741
3305	MGI:3646964	623046
3306	MGI:2685260	229389
3307	MGI:1350921	27055
3308	MGI:1309469	12373
3309	MGI:1309468	12372
3310	MGI:2441950	319387
3311	MGI:1920537	73287
3312	MGI:1097158	12321
3313	MGI:1336879	14231
3314	MGI:1915476	68226
3315	MGI:1194503	53313
3316	MGI:105058	11937
3317	MGI:1858179	53322
3318	MGI:106504	27984
3319	MGI:108481	11744
3320	MGI:88252	12317
3321	MGI:96828	16971
3322	MGI:88355	12558
3323	MGI:99666	20980
3324	MGI:1321390	18606
3325	MGI:1916556	69306
3326	MGI:2677271	317750
3327	MGI:102770	14913
3328	MGI:1194489	107477
3329	MGI:2137513	94249
3330	MGI:2447362	238384
3331	MGI:1201792	18573
3332	MGI:87917	11512
3333	MGI:1341110	11514
3334	MGI:2685627	332396
3335	MGI:1277957	16534
3336	MGI:1913272	58802
3337	MGI:1334203	16533
3338	MGI:105368	11941
3339	MGI:2181366	170725
3340	MGI:88263	12333
3341	MGI:88264	12334
3342	MGI:88266	12336
3343	MGI:107437	12335
3344	MGI:2685493	271844
3345	MGI:1349660	26970
3346	MGI:1195256	18783
3347	MGI:1347522	26565
3348	MGI:2444945	237625
3349	MGI:1341796	18782
3350	MGI:1933367	83672
3351	MGI:99665	20981
3352	MGI:98280	20344
3353	MGI:108059	13852
3354	MGI:1859867	55925
3355	MGI:103250	12314
3356	MGI:107537	12752
3357	MGI:1917237	69987
3358	MGI:109283	18570
3359	MGI:1859544	54524
3360	MGI:97595	18750
3361	MGI:1920297	73047
3362	MGI:1335093	19054
3363	MGI:1914702	67452
3364	MGI:1859152	53357
3365	MGI:1932557	56384
3366	MGI:107976	110893
3367	MGI:2180781	170756
3368	MGI:107996	110891
3369	MGI:107164	19055
3370	MGI:1195261	13631
3371	MGI:3607784	208158
3372	MGI:96925	17196
3373	MGI:1309503	16536
3374	MGI:2684947	226356
3375	MGI:1918483	71233
3376	MGI:1921517	74267
3377	MGI:1334448	12316
3378	MGI:1916957	69707
3379	MGI:1927184	64011
3380	MGI:1933993	84036
3381	MGI:97509	18546
3382	MGI:1096881	13627
3383	MGI:88256	12322
3384	MGI:1313277	22318
3385	MGI:1336181	110862
3386	MGI:2443063	213435
3387	MGI:88257	12323
3388	MGI:2388073	215303
3389	MGI:107163	19056
3390	MGI:1920832	73582
3391	MGI:1351619	27413
3392	MGI:104615	12801
3393	MGI:891996	227231
3394	MGI:1861231	56620
3395	MGI:104518	21367
3396	MGI:1928481	56048
3397	MGI:96777	16852
3398	MGI:105980	12805
3399	MGI:1354743	50762
3400	MGI:2385729	216864
3401	MGI:2180021	246278
3402	MGI:1917442	70192
3403	MGI:2157942	170786
3404	MGI:1340905	14133
3405	MGI:3624119	474145
3406	MGI:1921903	74653
3407	MGI:1890478	64454
3408	MGI:1929657	56794
3409	MGI:103100	12354
3410	MGI:1926249	56078
3411	MGI:88269	12349
3412	MGI:1096574	12351
3413	MGI:1923709	76459
3414	MGI:1931322	71934
3415	MGI:1931324	80733
3416	MGI:1344341	23831
3417	MGI:101946	12352
3418	MGI:107200	12409
3419	MGI:1277169	52665
3423	MGI:95445	109581
3425	MGI:2142491	102022
3426	MGI:95420	13884
3428	MGI:95431	109579
3429	MGI:2443170	234673
3430	MGI:95432	13897
3431	MGI:96790	16890
3432	MGI:1858193	53320
3433	MGI:101932	12876
3434	MGI:2135874	93721
3435	MGI:1891837	56373
3436	MGI:3044668	450219
3437	MGI:1889850	54722
3438	MGI:1924307	77057
3439	MGI:2443256	233274
3440	MGI:1921364	74114
3441	MGI:1098296	12894
3442	MGI:1353479	30805
3443	MGI:1929481	56517
3444	MGI:891978	16922
3445	MGI:88470	12846
3446	MGI:3769724	791260
3447	MGI:2159339	171209
3448	MGI:2444306	338370
3449	MGI:1918781	667742
3450	MGI:1098235	18436
3451	MGI:2675603	225997
3452	MGI:2181407	246788
3453	MGI:1330305	17364
3454	MGI:3603204	234839
3455	MGI:97822	19294
3456	MGI:97812	19266
3457	MGI:95759	14663
3458	MGI:98279	20343
3459	MGI:1314653	17356
3460	MGI:2681835	216856
3461	MGI:107825	11501
3462	MGI:99511	19247
3463	MGI:1196617	18081
3464	MGI:2135283	93842
3465	MGI:1353455	217716
3466	MGI:109519	17686
3467	MGI:1332243	22234
3468	MGI:2386052	223753
3469	MGI:1921692	74442
3470	MGI:2444110	208449
3471	MGI:1914880	67630
3472	MGI:1890615	406218
3473	MGI:1921958	74708
3474	MGI:103268	13418
3475	MGI:2384034	211064
3476	MGI:98962	22422
3477	MGI:2675345	244332
3478	MGI:2687194	381493
3479	MGI:1099809	14165
3480	MGI:1099448	20300
3481	MGI:1339941	20309
3482	MGI:1888712	57349
3483	MGI:1861731	56838
3484	MGI:1343459	20301
3485	MGI:103556	20315
3486	MGI:1917295	70045
3487	MGI:3037818	330122
3488	MGI:98260	20302
3489	MGI:104593	16963
3490	MGI:1932682	66102
3491	MGI:105303	12765
3492	MGI:1920904	54199
3493	MGI:3603594	399558
3494	MGI:1918686	71436
3495	MGI:1097165	18183
3496	MGI:1315205	20563
3497	MGI:1096347	20350
3498	MGI:107444	13640
3499	MGI:95276	13841
3500	MGI:107558	20346
3501	MGI:1932052	81600
3502	MGI:2139758	229933
3503	MGI:2139744	99663
3504	MGI:3580298	382427
3505	MGI:1313314	12740
3506	MGI:109351	20535
3507	MGI:1347100	26459
3508	MGI:2141879	101502
3509	MGI:1341877	13116
3510	MGI:1333869	12642
3511	MGI:106091	13122
3512	MGI:105490	52857
3513	MGI:2443024	207798
3514	MGI:1915213	67963
3515	MGI:1917276	70026
3516	MGI:1925037	235283
3517	MGI:88582	13070
3518	MGI:106926	17777
3519	MGI:99607	11303
3520	MGI:88392	12647
3521	MGI:1927126	63993
3522	MGI:1328313	12651
3523	MGI:107760	12660
3524	MGI:2140592	100434
3525	MGI:2147987	236899
3526	MGI:88557	13026
3527	MGI:1858224	53374
3528	MGI:2661375	237847
3529	MGI:96949	17242
3530	MGI:2136886	65079
3531	MGI:97815	19280
3532	MGI:102695	19268
3533	MGI:2442948	319901
3534	MGI:96783	16867
3535	MGI:98743	21834
3536	MGI:1343091	15183
3537	MGI:3045337	245525
3538	MGI:2136980	214899
3539	MGI:1342774	19017
3540	MGI:1914300	67050
3541	MGI:2181659	252838
3542	MGI:3606484	244694
3543	MGI:1098283	18626
3544	MGI:1343961	17688
3545	MGI:99204	22715
3546	MGI:2143340	235682
3547	MGI:106340	217864
3548	MGI:101938	17350
3549	MGI:106654	17954
3550	MGI:1922717	75467
3551	MGI:103067	22589
3552	MGI:1917353	70103
3553	MGI:98310	20481
3554	MGI:2139971	99890
3555	MGI:2152406	330627
3556	MGI:1339795	13006
3557	MGI:1344345	24061
3558	MGI:88289	12416
3559	MGI:1333813	17191
3560	MGI:101898	18986
3561	MGI:109447	13018
3562	MGI:106067	14211
3563	MGI:1917349	70099
3564	MGI:97890	19361
3565	MGI:96646	16476
3566	MGI:2141857	107503
3567	MGI:1918764	71514
3568	MGI:1929915	56406
3569	MGI:1914738	67488
3570	MGI:98847	104263
3571	MGI:2177632	12879
3572	MGI:1891835	56233
3573	MGI:2444572	320705
3574	MGI:104636	21885
3575	MGI:107158	20467
3576	MGI:1101759	19821
3577	MGI:1101770	19763
3578	MGI:1932339	81898
3579	MGI:1923998	66923
3580	MGI:95415	13876
3581	MGI:1914736	67486
3582	MGI:1096551	21761
3583	MGI:103248	13619
3584	MGI:1859353	54484
3585	MGI:1918387	71137
3586	MGI:1355295	50887
3587	MGI:1890811	328440
3588	MGI:1341793	18515
3589	MGI:2385165	228869
3590	MGI:1924555	77305
3591	MGI:1925927	109331
3592	MGI:1349427	26909
3593	MGI:1926855	63830
3594	MGI:1913653	66403
3595	MGI:1922816	66262
3596	MGI:2179277	246103
3597	MGI:1338758	11538
3598	MGI:2448355	15077
3599	MGI:1913368	66118
3600	MGI:1915344	68094
3601	MGI:1351476	27274
3602	MGI:1338013	12398
3603	MGI:1346098	24116
3604	MGI:2138069	94353
3605	MGI:3577024	619665
3606	MGI:1928849	64817
3607	MGI:1922552	75302
3608	MGI:99161	22658
3609	MGI:1920918	73668
3610	MGI:2442415	244349
3611	MGI:1915525	68275
3612	MGI:1203524	20588
3613	MGI:1914944	67694
3614	MGI:106203	20482
3615	MGI:2157523	73703
3616	MGI:1913447	66197
3617	MGI:1194497	21815
3618	MGI:96120	15312
3619	MGI:1098583	20843
3620	MGI:2384756	192285
3621	MGI:5543919	103164605
3622	MGI:102811	16909
3623	MGI:106209	15201
3624	MGI:1918817	71567
3625	MGI:2444777	215387
3626	MGI:2153072	68729
3627	MGI:2143991	103551
3628	MGI:1339956	12593
3629	MGI:1855692	53610
3630	MGI:1201685	13016
3631	MGI:1861453	56456
3632	MGI:1935127	93761
3633	MGI:2445289	231507
3634	MGI:2443930	212391
3635	MGI:1915469	68219
3636	MGI:1915484	100503924
3637	MGI:1923988	54624
3638	MGI:1918972	71722
3639	MGI:108023	12705
3640	MGI:1920199	72949
3641	MGI:1917843	70593
3642	MGI:2681836	218832
3643	MGI:1098658	20842
3644	MGI:1194492	15193
3645	MGI:1914315	67065
3646	MGI:1202400	20924
3647	MGI:107912	20833
3648	MGI:1930708	56220
3649	MGI:95479	14080
3650	MGI:2685553	100042784
3651	MGI:1345150	23834
3652	MGI:2388280	231329
3653	MGI:1917120	69870
3654	MGI:2442261	214763
3655	MGI:1916161	68911
3656	MGI:1924880	77630
3657	MGI:1276574	107823
3658	MGI:99146	22608
3659	MGI:1196439	52609
3660	MGI:1352467	13982
3661	MGI:1923690	109108
3662	MGI:1929237	56361
3663	MGI:1328363	12455
3664	MGI:1861447	56642
3665	MGI:109339	14050
3666	MGI:3651956	102635290
3667	MGI:1337080	20602
3668	MGI:1922428	75178
3669	MGI:1336172	21372
3670	MGI:99605	12804
3671	MGI:2684607	244218
3672	MGI:96157	97165
3673	MGI:3044162	380855
3674	MGI:2180715	170753
3675	MGI:2682318	380912
3676	MGI:2673679	269344
3677	MGI:3837947	100073351
3678	MGI:3037150	237831
3679	MGI:2139054	277463
3680	MGI:1197020	22412
3681	MGI:1890663	56811
3682	MGI:2384305	236792
3683	MGI:1345279	18174
3684	MGI:3039578	407800
3685	MGI:1889810	243816
3686	MGI:1932137	81877
3687	MGI:2444583	320712
3688	MGI:97342	18073
3689	MGI:1345277	18214
3690	MGI:1096363	14729
3691	MGI:1918044	225392
3692	MGI:1915803	68553
3693	MGI:1100518	17131
3694	MGI:99216	12305
3695	MGI:106923	21892
3696	MGI:1926967	56348
3697	MGI:1341292	22283
3698	MGI:2179720	232790
3699	MGI:894696	12258
3700	MGI:88385	12628
3701	MGI:3611575	545366
3702	MGI:3646434	214403
3703	MGI:96607	16409
3704	MGI:88232	12273
3705	MGI:88489	12902
3706	MGI:98759	21872
3707	MGI:2445141	226744
3708	MGI:1333806	12856
3709	MGI:88476	12870
3710	MGI:1346999	26434
3711	MGI:1933533	84506
3712	MGI:97171	17748
3713	MGI:3031343	57271
3714	MGI:3030853	259017
3715	MGI:1333843	20529
3716	MGI:104841	12892
3717	MGI:1916040	68790
3718	MGI:1101353	21847
3719	MGI:98086	20020
3720	MGI:2679262	244058
3721	MGI:1858418	51801
3722	MGI:2153093	121021
3723	MGI:1860292	56089
3724	MGI:1859650	54409
3725	MGI:88583	110115
3726	MGI:894312	12922
3727	MGI:88498	12921
3728	MGI:88497	12919
3729	MGI:88413	12715
3730	MGI:88407	12709
3731	MGI:2150020	114714
3732	MGI:1921301	74051
3733	MGI:1915678	68428
3734	MGI:1923560	117167
3735	MGI:2664102	333329
3736	MGI:1919762	72512
3737	MGI:88357	12567
3738	MGI:104565	12576
3739	MGI:104556	12575
3740	MGI:1347360	26554
3741	MGI:1916812	69562
3742	MGI:1914302	67052
3743	MGI:1920234	68379
3744	MGI:2144284	103844
3745	MGI:104772	12566
3746	MGI:105373	19206
3747	MGI:2448549	234854
3748	MGI:88315	12445
3749	MGI:105388	12580
3750	MGI:1329034	12448
3751	MGI:88316	12447
3752	MGI:88313	12443
3753	MGI:88285	12411
3754	MGI:2685083	211488
3755	MGI:101931	20511
3756	MGI:88564	13039
3757	MGI:1306796	11783
3758	MGI:1096330	12015
3759	MGI:107285	13036
3760	MGI:1349399	26885
3761	MGI:2182061	252870
3762	MGI:97295	12366
3763	MGI:1261423	12370
3764	MGI:1312921	12368
3765	MGI:107341	13040
3766	MGI:1277950	12371
3767	MGI:1312922	12364
3768	MGI:107700	12363
3769	MGI:1330838	19141
3770	MGI:96544	12362
3771	MGI:2683293	383548
3772	MGI:99473	109689
3773	MGI:1278325	12047
3774	MGI:1298223	17940
3775	MGI:98930	22349
3776	MGI:1353578	30939
3777	MGI:105983	18054
3778	MGI:1298217	13011
3779	MGI:88561	13030
3780	MGI:2146156	105988
3781	MGI:109553	13032
3782	MGI:1917336	70086
3783	MGI:1343178	11811
3784	MGI:1342279	11628
3785	MGI:2386848	266690
3786	MGI:102504	17708
3787	MGI:98443	20930
3788	MGI:102570	17986
3789	MGI:96787	16878
3790	MGI:96561	16196
3791	MGI:97619	18814
3792	MGI:96542	16175
3793	MGI:107613	16156
3794	MGI:96548	16183
3795	MGI:1924375	77125
3796	MGI:96559	16193
3797	MGI:1923649	76399
3798	MGI:98953	22408
3799	MGI:96974	17311
3800	MGI:107657	15977
3801	MGI:98258	20290
3802	MGI:2449929	215257
3803	MGI:2446486	234836
3804	MGI:1916927	69677
3805	MGI:1928397	56069
3806	MGI:1859324	54448
3807	MGI:1339752	12981
3808	MGI:2155888	140806
3809	MGI:104749	18413
3810	MGI:1270855	16170
3811	MGI:102774	13722
3812	MGI:107936	16173
3813	MGI:103014	16168
3814	MGI:1930088	56708
3815	MGI:96557	16191
3816	MGI:1928953	56221
3817	MGI:96563	16198
3818	MGI:107668	15962
3819	MGI:107656	15978
3820	MGI:96556	16189
3821	MGI:96543	16176
3822	MGI:96537	16153
3823	MGI:1855696	53603
3824	MGI:88177	12156
3825	MGI:96552	16187
3826	MGI:1890473	58181
3827	MGI:96113	15289
3828	MGI:96982	17319
3829	MGI:104798	21926
3830	MGI:1330819	18414
3831	MGI:2180511	218624
3832	MGI:1101059	21942
3833	MGI:1890475	60504
3834	MGI:1890474	60505
3835	MGI:2676631	257630
3836	MGI:1306776	17754
3837	MGI:97631	18858
3838	MGI:102643	17880
3839	MGI:1927653	64378
3840	MGI:1923670	100503311
3841	MGI:1345153	23970
3842	MGI:2176380	171531
3843	MGI:2444818	231830
3844	MGI:1859274	53318
3845	MGI:96699	16681
3846	MGI:96685	16661
3847	MGI:1353568	30931
3848	MGI:1345181	23969
3849	MGI:2137706	109711
3850	MGI:2685200	640524
3851	MGI:1333752	15185
3852	MGI:2384407	245049
3853	MGI:1927468	56045
3854	MGI:1922936	75686
3855	MGI:96622	16434
3856	MGI:104537	12189
3857	MGI:102688	15270
3858	MGI:1351625	27354
3859	MGI:1351320	27223
3860	MGI:97040	17423
3861	MGI:104719	15531
3862	MGI:1932544	83398
3863	MGI:1932545	64580
3864	MGI:1350916	27045
3865	MGI:1925938	78688
3866	MGI:97323	18053
3867	MGI:1338016	12070
3869	MGI:1860103	56017
3870	MGI:1341721	16510
3871	MGI:96666	16500
3872	MGI:96654	16485
3873	MGI:1891740	59036
3874	MGI:2138281	98386
3875	MGI:1920416	73166
3876	MGI:1351602	27369
3877	MGI:102726	13178
3878	MGI:1929074	56210
3879	MGI:103157	13419
3880	MGI:1329019	13423
3881	MGI:1097668	22271
3882	MGI:1918993	71743
3883	MGI:894681	22284
3884	MGI:1270128	22217
3885	MGI:1355274	50933
3886	MGI:1916977	69727
3887	MGI:1341296	21899
3888	MGI:1915930	68680
3889	MGI:2444508	228859
3890	MGI:3051532	382018
3891	MGI:108412	19012
3892	MGI:1278339	104418
3893	MGI:102952	13139
3894	MGI:2444188	380921
3895	MGI:2138334	227333
3896	MGI:2442474	217480
